SampleDate,N/PMMoV,City,positives,Testing,NormalizedConc_crude,NormalizedConc,positives_crude
2022-02-16,0.0,UCDavis,20.0,3821.0,0.0,0.0,20.0
2022-02-17,5.772257683333334e-05,UCDavis,35.0,5954.0,5.772257683333334e-05,5.772257683333334e-05,35.0
2022-02-18,7.551049289999999e-05,UCDavis,10.0,2159.0,7.551049289999999e-05,7.551049289999999e-05,10.0
2022-02-19,0.00013778901956666668,UCDavis,7.0,2426.0,0.00013778901956666668,0.00013778901956666668,7.0
2022-02-20,0.0,UCDavis,15.0,3419.0,0.0,0.0,15.0
2022-02-21,,UCDavis,0.0,1.0,,2.3931355616666667e-05,0.0
2022-02-22,4.786271123333333e-05,UCDavis,8.0,2910.0,4.786271123333333e-05,4.786271123333333e-05,8.0
2022-02-23,0.0,UCDavis,2.0,1584.0,0.0,0.0,2.0
2022-02-24,3.5832823233333335e-05,UCDavis,16.0,3713.0,3.5832823233333335e-05,3.5832823233333335e-05,16.0
2022-02-25,3.8367462966666665e-05,UCDavis,9.0,4053.0,3.8367462966666665e-05,3.8367462966666665e-05,9.0
2022-02-26,0.0,UCDavis,8.0,3899.0,0.0,0.0,8.0
2022-02-27,0.0,UCDavis,9.0,3776.0,0.0,0.0,9.0
2022-02-28,0.0,UCDavis,2.0,2047.0,0.0,0.0,2.0
2022-03-01,0.0,UCDavis,7.0,4928.0,0.0,0.0,7.0
2022-03-02,2.41736304e-05,UCDavis,3.0,3285.0,2.41736304e-05,2.41736304e-05,3.0
2022-03-03,3.8492451566666665e-05,UCDavis,11.0,4003.0,3.8492451566666665e-05,3.8492451566666665e-05,11.0
2022-03-04,0.0,UCDavis,7.0,2801.0,0.0,0.0,7.0
2022-03-05,0.0,UCDavis,6.0,2675.0,0.0,0.0,6.0
2022-03-06,0.0,UCDavis,0.0,1279.0,0.0,0.0,0.0
2022-03-07,7.162727513333334e-05,UCDavis,0.0,2396.0,7.162727513333334e-05,7.162727513333334e-05,0.0
2022-03-08,5.175962896666667e-05,UCDavis,4.0,2954.0,5.175962896666667e-05,5.175962896666667e-05,4.0
2022-03-09,4.82323477e-05,UCDavis,5.0,3648.0,4.82323477e-05,4.82323477e-05,5.0
2022-03-10,0.00012907302020000001,UCDavis,3.0,3678.0,0.00012907302020000001,0.00012907302020000001,3.0
2022-03-11,0.0,UCDavis,2.0,2614.0,0.0,0.0,2.0
2022-03-12,0.0,UCDavis,6.0,2483.0,0.0,0.0,6.0
2022-03-13,0.0,UCDavis,3.0,1609.0,0.0,0.0,3.0
2022-03-14,0.0,UCDavis,2.0,2180.0,0.0,0.0,2.0
2022-03-15,0.0,UCDavis,4.0,3108.0,0.0,0.0,4.0
2022-03-16,0.0,UCDavis,3.0,2498.0,0.0,0.0,3.0
2022-03-17,0.0,UCDavis,5.0,2487.0,0.0,0.0,5.0
2022-03-18,0.0,UCDavis,3.0,2242.0,0.0,0.0,3.0
2022-03-19,0.0,UCDavis,3.0,1470.0,0.0,0.0,3.0
2022-03-20,0.0,UCDavis,0.0,353.0,0.0,0.0,0.0
2022-03-21,0.0,UCDavis,2.0,1241.0,0.0,0.0,2.0
2022-03-22,6.0436882500000006e-05,UCDavis,2.0,1322.0,6.0436882500000006e-05,6.0436882500000006e-05,2.0
2022-03-23,0.0,UCDavis,2.0,1600.0,0.0,0.0,2.0
2022-03-24,,UCDavis,4.0,1517.0,,0.00010055283143333332,4.0
2022-03-25,,UCDavis,0.0,,,0.00020110566286666665,0.0
2022-03-26,0.00030165849429999997,UCDavis,1.0,552.0,0.00030165849429999997,0.00030165849429999997,1.0
2022-03-27,0.00023555700046666667,UCDavis,3.0,3053.0,0.00023555700046666667,0.00023555700046666667,3.0
2022-03-28,,UCDavis,13.0,4690.0,,0.00011777850023333334,13.0
2022-03-29,0.0,UCDavis,9.0,4706.0,0.0,0.0,9.0
2022-03-30,0.0001333755738,UCDavis,9.0,4249.0,0.0001333755738,0.0001333755738,9.0
2022-03-31,0.0002236732419,UCDavis,5.0,3611.0,0.0002236732419,0.0002236732419,5.0
2022-04-01,0.00016230068336666665,UCDavis,11.0,2817.0,0.00016230068336666665,0.00016230068336666665,11.0
2022-04-02,4.9000439766666664e-05,UCDavis,8.0,2345.0,4.9000439766666664e-05,4.9000439766666664e-05,8.0
2022-04-03,9.612252083333333e-05,UCDavis,8.0,1090.0,9.612252083333333e-05,9.612252083333333e-05,8.0
2022-04-04,4.9804586700000004e-05,UCDavis,15.0,2243.0,4.9804586700000004e-05,4.9804586700000004e-05,15.0
2022-04-05,9.123333263333334e-05,UCDavis,11.0,2918.0,9.123333263333334e-05,9.123333263333334e-05,11.0
2022-04-06,0.00011574774720000001,UCDavis,8.0,2534.0,0.00011574774720000001,0.00011574774720000001,8.0
2022-04-07,0.00023675385700000002,UCDavis,7.0,2203.0,0.00023675385700000002,0.00023675385700000002,7.0
2022-04-08,0.00045054892533333334,UCDavis,13.0,2237.0,0.00045054892533333334,0.00045054892533333334,13.0
2022-04-09,9.422201183333334e-05,UCDavis,7.0,1931.0,9.422201183333334e-05,9.422201183333334e-05,7.0
2022-04-10,7.91325946e-05,UCDavis,2.0,1527.0,7.91325946e-05,7.91325946e-05,2.0
2022-04-11,9.311196546666667e-05,UCDavis,8.0,2604.0,9.311196546666667e-05,9.311196546666667e-05,8.0
2022-04-12,0.0007421035253333333,UCDavis,24.0,3673.0,0.0007421035253333333,0.0007421035253333333,24.0
2022-04-13,0.0006796769166666667,UCDavis,37.0,3521.0,0.0006796769166666667,0.0006796769166666667,37.0
2022-04-14,0.0008470466673333333,UCDavis,25.0,3389.0,0.0008470466673333333,0.0008470466673333333,25.0
2022-04-15,0.0008691074616666667,UCDavis,18.0,2398.0,0.0008691074616666667,0.0008691074616666667,18.0
2022-04-16,0.0006932831639999999,UCDavis,25.0,2053.0,0.0006932831639999999,0.0006932831639999999,25.0
2022-04-17,0.0006720655166666667,UCDavis,0.0,,0.0006720655166666667,0.0006720655166666667,0.0
2022-04-18,,UCDavis,23.0,2398.0,,0.00048638736610000005,23.0
2022-04-19,0.00030070921553333334,UCDavis,39.0,3389.0,0.00030070921553333334,0.00030070921553333334,39.0
2022-04-20,0.00035524806966666665,UCDavis,33.0,2977.0,0.00035524806966666665,0.00035524806966666665,33.0
2022-04-21,0.0007717424346666667,UCDavis,26.0,2442.0,0.0007717424346666667,0.0007717424346666667,26.0
2022-04-22,0.00012325747926666668,UCDavis,36.0,3065.0,0.00012325747926666668,0.00012325747926666668,36.0
2022-04-23,0.000667731197,UCDavis,11.0,1876.0,0.000667731197,0.000667731197,11.0
2022-04-24,,UCDavis,8.0,1043.0,,0.0004439743184833333,8.0
2022-04-25,0.00022021743996666665,UCDavis,18.0,3336.0,0.00022021743996666665,0.00022021743996666665,18.0
2022-04-26,7.675225440000001e-05,UCDavis,34.0,3228.0,7.675225440000001e-05,7.675225440000001e-05,34.0
2022-04-27,0.00019406389266666665,UCDavis,37.0,3481.0,0.00019406389266666665,0.00019406389266666665,37.0
2022-04-28,0.0006155803533333334,UCDavis,33.0,3469.0,0.0006155803533333334,0.0006155803533333334,33.0
2022-04-29,,UCDavis,16.0,2492.0,,0.000584977747,16.0
2022-04-30,0.0005543751406666666,UCDavis,19.0,1913.0,0.0005543751406666666,0.0005543751406666666,19.0
2022-05-01,0.0013004901393333333,UCDavis,8.0,830.0,0.0013004901393333333,0.0013004901393333333,8.0
2022-05-02,0.0024889757103333334,UCDavis,27.0,1949.0,0.0024889757103333334,0.0024889757103333334,27.0
2022-05-03,0.0023289325346666665,UCDavis,0.0,,0.0023289325346666665,0.0023289325346666665,0.0
2022-05-04,0.0001729165494,UCDavis,83.0,6027.0,0.0001729165494,0.0001729165494,83.0
2022-05-05,0.00040547761366666664,UCDavis,16.0,993.0,0.00040547761366666664,0.00040547761366666664,16.0
2022-05-06,0.0005591679123333333,UCDavis,63.0,4901.0,0.0005591679123333333,0.0005591679123333333,63.0
2022-05-07,0.0005639437829999999,UCDavis,29.0,1942.0,0.0005639437829999999,0.0005639437829999999,29.0
2022-05-08,0.0006081744236666667,UCDavis,13.0,999.0,0.0006081744236666667,0.0006081744236666667,13.0
2022-05-09,0.0002000865665,UCDavis,44.0,2924.0,0.0002000865665,0.0002000865665,44.0
2022-05-10,0.00093266917,UCDavis,55.0,2781.0,0.00093266917,0.00093266917,55.0
2022-05-11,0.0003338928726666667,UCDavis,53.0,3254.0,0.0003338928726666667,0.0003338928726666667,53.0
2022-05-12,0.00037538949899999996,UCDavis,45.0,3737.0,0.00037538949899999996,0.00037538949899999996,45.0
2022-05-13,0.00047905866333333334,UCDavis,33.0,2719.0,0.00047905866333333334,0.00047905866333333334,33.0
2022-05-14,0.0013404976326666668,UCDavis,31.0,2086.0,0.0013404976326666668,0.0013404976326666668,31.0
2022-05-15,0.0007663486423333333,UCDavis,21.0,967.0,0.0007663486423333333,0.0007663486423333333,21.0
2022-05-16,0.0004077725773333333,UCDavis,49.0,1945.0,0.0004077725773333333,0.0004077725773333333,49.0
2022-05-17,,UCDavis,48.0,2707.0,,0.000952703829,48.0
2022-05-18,0.0014976350806666667,UCDavis,90.0,3946.0,0.0014976350806666667,0.0014976350806666667,90.0
2022-05-19,0.000732210603,UCDavis,70.0,3135.0,0.000732210603,0.000732210603,70.0
2022-05-20,0.0011875374913333334,UCDavis,37.0,2651.0,0.0011875374913333334,0.0011875374913333334,37.0
2022-05-21,0.001012680497,UCDavis,28.0,1667.0,0.001012680497,0.001012680497,28.0
2022-05-22,0.0005461087276666666,UCDavis,22.0,1504.0,0.0005461087276666666,0.0005461087276666666,22.0
2022-05-23,0.003291407768666667,UCDavis,52.0,2728.0,0.003291407768666667,0.003291407768666667,52.0
2022-05-24,0.000904517081,UCDavis,39.0,2042.0,0.000904517081,0.000904517081,39.0
2022-05-25,0.0006970794643333334,UCDavis,51.0,2843.0,0.0006970794643333334,0.0006970794643333334,51.0
2022-05-26,0.0028042706066666668,UCDavis,77.0,4141.0,0.0028042706066666668,0.0028042706066666668,77.0
2022-05-27,0.0008417789736666667,UCDavis,33.0,2483.0,0.0008417789736666667,0.0008417789736666667,33.0
2022-05-28,0.0009242182466666667,UCDavis,29.0,2095.0,0.0009242182466666667,0.0009242182466666667,29.0
2022-05-29,0.0009045976440000001,UCDavis,26.0,807.0,0.0009045976440000001,0.0009045976440000001,26.0
2022-05-30,,UCDavis,0.0,2.0,,0.001022079508666667,0.0
2022-05-31,0.0011395613733333335,UCDavis,71.0,2129.0,0.0011395613733333335,0.0011395613733333335,71.0
2022-06-01,0.0012966999293333333,UCDavis,111.0,4223.0,0.0012966999293333333,0.0012966999293333333,111.0
2022-06-02,0.0010606967556666667,UCDavis,59.0,2589.0,0.0010606967556666667,0.0010606967556666667,59.0
2022-06-03,0.00442508596,UCDavis,61.0,2185.0,0.00442508596,0.00442508596,61.0
2022-06-04,0.002234161602,UCDavis,56.0,2130.0,0.002234161602,0.002234161602,56.0
2022-06-05,0.001163989503,UCDavis,51.0,1516.0,0.001163989503,0.001163989503,51.0
2022-06-06,0.000479060121,UCDavis,43.0,1905.0,0.000479060121,0.000479060121,43.0
2022-06-07,0.0022385784036666667,UCDavis,37.0,1975.0,0.0022385784036666667,0.0022385784036666667,37.0
2022-06-08,0.0019795140323333334,UCDavis,62.0,2955.0,0.0019795140323333334,0.0019795140323333334,62.0
2022-06-09,0.0013132206593333333,UCDavis,54.0,1845.0,0.0013132206593333333,0.0013132206593333333,54.0
2022-06-10,0.0005595884206666666,UCDavis,9.0,711.0,0.0005595884206666666,0.0005595884206666666,9.0
2022-06-11,0.00028182947606666665,UCDavis,21.0,1041.0,0.00028182947606666665,0.00028182947606666665,21.0
2022-06-12,0.000456582724,UCDavis,6.0,272.0,0.000456582724,0.000456582724,6.0
2022-06-13,0.0007202486286666667,UCDavis,12.0,580.0,0.0007202486286666667,0.0007202486286666667,12.0
2022-06-14,0.0009317083073333333,UCDavis,37.0,2003.0,0.0009317083073333333,0.0009317083073333333,37.0
2022-06-15,0.0010411880876666666,UCDavis,33.0,1022.0,0.0010411880876666666,0.0010411880876666666,33.0
2022-06-16,0.000701345313,UCDavis,21.0,1227.0,0.000701345313,0.000701345313,21.0
2022-06-17,0.000802139032,UCDavis,0.0,,0.000802139032,0.000802139032,0.0
2022-06-18,0.002240432297333333,UCDavis,30.0,1564.0,0.002240432297333333,0.002240432297333333,30.0
2022-06-19,0.0011011971690000001,UCDavis,30.0,569.0,0.0011011971690000001,0.0011011971690000001,30.0
2022-06-20,,UCDavis,0.0,,,0.0007348688843333334,0.0
2022-06-21,0.0003685405996666667,UCDavis,0.0,,0.0003685405996666667,0.0003685405996666667,0.0
2022-06-22,0.0006826218073333333,UCDavis,17.0,1084.0,0.0006826218073333333,0.0006826218073333333,17.0
2022-06-23,0.0007696717483333334,UCDavis,34.0,2146.0,0.0007696717483333334,0.0007696717483333334,34.0
2022-06-24,0.0011768431413333334,UCDavis,42.0,1578.0,0.0011768431413333334,0.0011768431413333334,42.0
2021-11-15,0.00013203417234020266,Woodland,11.0,,0.00013203417234020266,0.00013203417234020266,11.0
2021-11-16,0.00018740452639193767,Woodland,12.0,,0.00018740452639193767,0.00018740452639193767,12.0
2021-11-17,0.000245540961932608,Woodland,13.0,,0.000245540961932608,0.000245540961932608,13.0
2021-11-18,0.00014544424395056333,Woodland,8.0,,0.00014544424395056333,0.00014544424395056333,8.0
2021-11-19,0.00018893936794935997,Woodland,6.0,,0.00018893936794935997,0.00018893936794935997,6.0
2021-11-20,,Woodland,4.0,,,0.00015589097893702,4.0
2021-11-21,,Woodland,7.0,,,0.00012284258992467997,
2021-11-22,,Woodland,10.0,,,8.979420091233999e-05,10.0
2021-11-23,5.67458119e-05,Woodland,4.0,,5.67458119e-05,5.67458119e-05,4.0
2021-11-24,5.504480316666667e-05,Woodland,7.0,,5.504480316666667e-05,5.504480316666667e-05,7.0
2021-11-25,,Woodland,2.0,,,0.00012642174593333335,2.0
2021-11-26,0.0001977986887,Woodland,12.0,,0.0001977986887,0.0001977986887,12.0
2021-11-27,,Woodland,4.0,,,0.00019005173173333332,4.0
2021-11-28,,Woodland,5.0,,,0.00018230477476666667,5.0
2021-11-29,0.0001745578178,Woodland,11.0,,0.0001745578178,0.0001745578178,11.0
2021-11-30,,Woodland,15.0,,,0.00016543798311666666,15.0
2021-12-01,0.00015631814843333332,Woodland,97.0,,0.00015631814843333332,0.00015631814843333332,97.0
2021-12-02,0.00024535821146666665,Woodland,11.0,,0.00024535821146666665,0.00024535821146666665,11.0
2021-12-03,3.9355591600000005e-05,Woodland,8.0,,3.9355591600000005e-05,3.9355591600000005e-05,8.0
2021-12-04,,Woodland,10.0,,,6.574024156666667e-05,10.0
2021-12-05,,Woodland,8.0,,,9.212489153333334e-05,8.0
2021-12-06,0.0001185095415,Woodland,1.0,,0.0001185095415,0.0001185095415,1.0
2021-12-07,0.0002723109075,Woodland,8.0,,0.0002723109075,0.0002723109075,8.0
2021-12-08,0.0003397694913333333,Woodland,17.0,,0.0003397694913333333,0.0003397694913333333,17.0
2021-12-09,0.00017026771000000002,Woodland,6.0,,0.00017026771000000002,0.00017026771000000002,6.0
2021-12-10,0.00013922341286666667,Woodland,19.0,,0.00013922341286666667,0.00013922341286666667,19.0
2021-12-11,,Woodland,8.0,,,0.00011662768213333333,8.0
2021-12-12,,Woodland,8.0,,,9.40319514e-05,8.0
2021-12-13,7.143622066666667e-05,Woodland,13.0,,7.143622066666667e-05,7.143622066666667e-05,13.0
2021-12-14,0.00016816400166666667,Woodland,18.0,,0.00016816400166666667,0.00016816400166666667,18.0
2021-12-15,0.0003633566633333333,Woodland,12.0,,0.0003633566633333333,0.0003633566633333333,12.0
2021-12-16,0.0002916518006666667,Woodland,7.0,,0.0002916518006666667,0.0002916518006666667,7.0
2021-12-17,0.00037254868066666664,Woodland,15.0,,0.00037254868066666664,0.00037254868066666664,15.0
2021-12-18,,Woodland,5.0,,,0.00031185290215555555,5.0
2021-12-19,,Woodland,13.0,,,0.00025115712364444446,13.0
2021-12-20,0.00019046134513333335,Woodland,18.0,,0.00019046134513333335,0.00019046134513333335,18.0
2021-12-21,0.00016852246096666666,Woodland,25.0,,0.00016852246096666666,0.00016852246096666666,25.0
2021-12-22,0.00035665468233333337,Woodland,18.0,,0.00035665468233333337,0.00035665468233333337,18.0
2021-12-23,0.0014994540726666666,Woodland,15.0,,0.0014994540726666666,0.0014994540726666666,15.0
2021-12-24,,Woodland,10.0,,,0.0012446319479166666,10.0
2021-12-25,,Woodland,10.0,,,0.0009898098231666667,10.0
2021-12-26,,Woodland,22.0,,,0.0007349876984166667,22.0
2021-12-27,0.0004801655736666667,Woodland,57.0,,0.0004801655736666667,0.0004801655736666667,57.0
2021-12-28,0.0010671819056666666,Woodland,58.0,,0.0010671819056666666,0.0010671819056666666,58.0
2021-12-29,0.0008971443356666667,Woodland,62.0,,0.0008971443356666667,0.0008971443356666667,62.0
2021-12-30,0.0008999975883333334,Woodland,40.0,,0.0008999975883333334,0.0008999975883333334,40.0
2021-12-31,0.00076823086,Woodland,28.0,,0.00076823086,0.00076823086,28.0
2022-01-01,,Woodland,50.0,,,0.0009176845707777778,50.0
2022-01-02,,Woodland,31.0,,,0.0010671382815555556,31.0
2022-01-03,0.0012165919923333335,Woodland,38.54545454545455,,0.0012165919923333335,0.0012165919923333335,
2022-01-04,0.0015331293129999999,Woodland,46.09090909090909,,0.0015331293129999999,0.0015331293129999999,
2022-01-05,0.001672787045,Woodland,53.63636363636364,,0.001672787045,0.001672787045,
2022-01-06,0.0006528523596666667,Woodland,61.18181818181819,,0.0006528523596666667,0.0006528523596666667,
2022-01-07,0.0020840659756666668,Woodland,68.72727272727272,,0.0020840659756666668,0.0020840659756666668,
2022-01-08,,Woodland,76.27272727272728,,,0.002089417512222222,
2022-01-09,,Woodland,83.81818181818181,,,0.002094769048777778,
2022-01-10,0.0021001205853333335,Woodland,91.36363636363637,,0.0021001205853333335,0.0021001205853333335,
2022-01-11,0.0019565321953333333,Woodland,98.9090909090909,,0.0019565321953333333,0.0019565321953333333,
2022-01-12,0.0017689684886666667,Woodland,106.45454545454545,,0.0017689684886666667,0.0017689684886666667,
2022-01-13,0.0749887658,Woodland,114.0,,0.0749887658,0.0749887658,114.0
2022-01-14,0.005650868626666666,Woodland,121.0,,0.005650868626666666,0.005650868626666666,121.0
2022-01-15,,Woodland,72.0,,,0.004405964792222222,72.0
2022-01-16,,Woodland,56.0,,,0.0031610609577777775,56.0
2022-01-17,0.0019161571233333333,Woodland,129.0,,0.0019161571233333333,0.0019161571233333333,129.0
2022-01-18,0.0018427694176666666,Woodland,150.0,,0.0018427694176666666,0.0018427694176666666,150.0
2022-01-19,0.002169932141666667,Woodland,106.0,,0.002169932141666667,0.002169932141666667,106.0
2022-01-20,0.0015448099106666667,Woodland,135.0,,0.0015448099106666667,0.0015448099106666667,135.0
2022-01-21,0.0016163467076666669,Woodland,92.0,,0.0016163467076666669,0.0016163467076666669,92.0
2022-01-22,,Woodland,53.0,,,0.0015634259370000002,53.0
2022-01-23,,Woodland,67.0,,,0.0015105051663333333,67.0
2022-01-24,0.0014575843956666666,Woodland,137.0,,0.0014575843956666666,0.0014575843956666666,137.0
2022-01-25,0.0015485183050000001,Woodland,85.0,,0.0015485183050000001,0.0015485183050000001,85.0
2022-01-26,0.0011608667273333333,Woodland,73.0,,0.0011608667273333333,0.0011608667273333333,73.0
2022-01-27,0.0019346151686666666,Woodland,63.0,,0.0019346151686666666,0.0019346151686666666,63.0
2022-01-28,0.0056845153999999995,Woodland,45.0,,0.0056845153999999995,0.0056845153999999995,45.0
2022-01-29,,Woodland,29.0,,,0.004028886616444444,29.0
2022-01-30,,Woodland,38.0,,,0.0023732578328888886,38.0
2022-01-31,0.0007176290493333333,Woodland,88.0,,0.0007176290493333333,0.0007176290493333333,88.0
2022-02-01,0.0005757437186666666,Woodland,62.0,,0.0005757437186666666,0.0005757437186666666,62.0
2022-02-02,0.0006882318143333334,Woodland,36.0,,0.0006882318143333334,0.0006882318143333334,36.0
2022-02-03,0.0009463304656666666,Woodland,33.63636363636363,,0.0009463304656666666,0.0009463304656666666,
2022-02-04,0.0005436565849999999,Woodland,31.272727272727273,,0.0005436565849999999,0.0005436565849999999,
2022-02-05,,Woodland,28.909090909090907,,,0.000494719414,
2022-02-06,,Woodland,26.545454545454547,,,0.000445782243,
2022-02-07,0.000396845072,Woodland,24.18181818181818,,0.000396845072,0.000396845072,
2022-02-08,0.00026708240570000005,Woodland,21.818181818181817,,0.00026708240570000005,0.00026708240570000005,
2022-02-09,0.0002625812901,Woodland,19.454545454545453,,0.0002625812901,0.0002625812901,
2022-02-10,0.00030547682956666666,Woodland,17.09090909090909,,0.00030547682956666666,0.00030547682956666666,
2022-02-11,0.00035871652433333334,Woodland,14.727272727272727,,0.00035871652433333334,0.00035871652433333334,
2022-02-12,,Woodland,12.363636363636363,,,0.00031253799066666664,
2022-02-13,,Woodland,10.0,,,0.000266359457,10.0
2022-02-14,0.00022018092333333332,Woodland,11.0,,0.00022018092333333332,0.00022018092333333332,11.0
2022-02-15,0.00020451688499999998,Woodland,3.0,,0.00020451688499999998,0.00020451688499999998,3.0
2022-02-16,0.00021962720303333333,Woodland,11.785714285714286,,0.00021962720303333333,0.00021962720303333333,
2022-02-17,0.00014541975126666667,Woodland,20.571428571428573,,0.00014541975126666667,0.00014541975126666667,
2022-02-18,0.00014199555133333333,Woodland,29.35714285714286,,0.00014199555133333333,0.00014199555133333333,
2022-02-19,,Woodland,38.142857142857146,,,0.00019353117799999998,
2022-02-20,,Woodland,46.92857142857143,,,0.0002450668046666667,
2022-02-21,,Woodland,55.71428571428572,,,0.00029660243133333334,
2022-02-22,0.000348138058,Woodland,64.5,,0.000348138058,0.000348138058,
2022-02-23,0.00011728123146666667,Woodland,73.28571428571429,,0.00011728123146666667,0.00011728123146666667,
2022-02-24,,Woodland,82.07142857142858,,,0.00013432981138333333,
2022-02-25,0.00015137839130000002,Woodland,90.85714285714286,,0.00015137839130000002,0.00015137839130000002,
2022-02-26,,Woodland,99.64285714285715,,,0.0001743804541888889,
2022-02-27,,Woodland,108.42857142857144,,,0.0001973825170777778,
2022-02-28,0.0002203845799666667,Woodland,117.21428571428572,,0.0002203845799666667,0.0002203845799666667,
2022-03-01,0.0001357276821333333,Woodland,126.0,,0.0001357276821333333,0.0001357276821333333,126.0
2022-03-02,3.244377e-05,Woodland,37.0,,3.244377e-05,3.244377e-05,37.0
2022-03-03,3.30499623e-05,Woodland,40.333333333333336,,3.30499623e-05,3.30499623e-05,
2022-03-04,5.805906323333333e-05,Woodland,43.666666666666664,,5.805906323333333e-05,5.805906323333333e-05,
2022-03-05,,Woodland,47.0,,,7.326538033333333e-05,
2022-03-06,,Woodland,50.333333333333336,,,8.847169743333334e-05,
2022-03-07,0.00010367801453333334,Woodland,53.66666666666667,,0.00010367801453333334,0.00010367801453333334,
2022-03-08,2.1055757100000003e-05,Woodland,57.0,,2.1055757100000003e-05,2.1055757100000003e-05,
2022-03-09,0.00011103089413333333,Woodland,60.333333333333336,,0.00011103089413333333,0.00011103089413333333,
2022-03-10,0.000145919846,Woodland,63.66666666666667,,0.000145919846,0.000145919846,
2022-03-11,7.891906533333334e-06,Woodland,67.0,,7.891906533333334e-06,7.891906533333334e-06,
2022-03-12,,Woodland,70.33333333333334,,,1.3023754144444447e-05,
2022-03-13,,Woodland,73.66666666666667,,,1.815560175555556e-05,
2022-03-14,2.328744936666667e-05,Woodland,77.0,,2.328744936666667e-05,2.328744936666667e-05,
2022-03-15,8.2785266e-05,Woodland,80.33333333333334,,8.2785266e-05,8.2785266e-05,
2022-03-16,6.658684786666666e-05,Woodland,83.66666666666667,,6.658684786666666e-05,6.658684786666666e-05,
2022-03-17,6.0184913466666666e-05,Woodland,87.0,,6.0184913466666666e-05,6.0184913466666666e-05,
2022-03-18,7.016673876666666e-05,Woodland,90.33333333333334,,7.016673876666666e-05,7.016673876666666e-05,
2022-03-19,,Woodland,93.66666666666667,,,6.031017636666666e-05,
2022-03-20,,Woodland,97.0,,,5.0453613966666664e-05,
2022-03-21,4.0597051566666665e-05,Woodland,100.33333333333334,,4.0597051566666665e-05,4.0597051566666665e-05,
2022-03-22,4.742878523333333e-05,Woodland,103.66666666666667,,4.742878523333333e-05,4.742878523333333e-05,
2022-03-23,4.9199006300000006e-05,Woodland,107.0,,4.9199006300000006e-05,4.9199006300000006e-05,
2022-03-24,4.8284969966666666e-05,Woodland,110.33333333333334,,4.8284969966666666e-05,4.8284969966666666e-05,
2022-03-25,3.735598516666667e-05,Woodland,113.66666666666667,,3.735598516666667e-05,3.735598516666667e-05,
2022-03-26,,Woodland,117.0,,,4.2752394122222224e-05,
2022-03-27,,Woodland,120.33333333333334,,,4.8148803077777774e-05,
2022-03-28,5.354521203333333e-05,Woodland,123.66666666666667,,5.354521203333333e-05,5.354521203333333e-05,
2022-03-29,5.565692683333334e-05,Woodland,127.0,,5.565692683333334e-05,5.565692683333334e-05,
2022-03-30,4.453923426666667e-05,Woodland,130.33333333333334,,4.453923426666667e-05,4.453923426666667e-05,
2022-03-31,3.3460899066666664e-05,Woodland,133.66666666666669,,3.3460899066666664e-05,3.3460899066666664e-05,
2022-04-01,3.862016856666667e-05,Woodland,137.0,,3.862016856666667e-05,3.862016856666667e-05,137.0
2022-04-02,,Woodland,32.0,,,3.291946603333333e-05,32.0
2022-04-03,,Woodland,35.41379310344828,,,2.72187635e-05,
2022-04-04,2.1518060966666668e-05,Woodland,38.827586206896555,,2.1518060966666668e-05,2.1518060966666668e-05,
2022-04-05,5.5284682200000003e-05,Woodland,42.241379310344826,,5.5284682200000003e-05,5.5284682200000003e-05,
2022-04-06,6.608197223333333e-05,Woodland,45.6551724137931,,6.608197223333333e-05,6.608197223333333e-05,
2022-04-07,2.4811698966666667e-05,Woodland,49.06896551724138,,2.4811698966666667e-05,2.4811698966666667e-05,
2022-04-08,2.994115e-05,Woodland,52.48275862068965,,2.994115e-05,2.994115e-05,
2022-04-09,,Woodland,55.89655172413793,,,2.2825894844444443e-05,
2022-04-10,,Woodland,59.310344827586206,,,1.5710639688888886e-05,
2022-04-11,8.595384533333333e-06,Woodland,62.724137931034484,,8.595384533333333e-06,8.595384533333333e-06,
2022-04-12,1.0434997333333332e-05,Woodland,66.13793103448276,,1.0434997333333332e-05,1.0434997333333332e-05,
2022-04-13,9.732598600000001e-05,Woodland,69.55172413793103,,9.732598600000001e-05,9.732598600000001e-05,
2022-04-14,4.05454911e-05,Woodland,72.9655172413793,,4.05454911e-05,4.05454911e-05,
2022-04-15,0.00011075549766666667,Woodland,76.37931034482759,,0.00011075549766666667,0.00011075549766666667,
2022-04-16,,Woodland,79.79310344827586,,,0.00010183742437777779,
2022-04-17,,Woodland,83.20689655172413,,,9.291935108888889e-05,
2022-04-18,8.40012778e-05,Woodland,86.62068965517241,,8.40012778e-05,8.40012778e-05,
2022-04-19,,Woodland,90.0344827586207,,,7.816376653333334e-05,
2022-04-20,7.232625526666668e-05,Woodland,93.44827586206897,,7.232625526666668e-05,7.232625526666668e-05,
2022-04-21,6.224086239999999e-05,Woodland,96.86206896551724,,6.224086239999999e-05,6.224086239999999e-05,
2022-04-22,0.00014664820753333333,Woodland,100.27586206896552,,0.00014664820753333333,0.00014664820753333333,
2022-04-23,,Woodland,103.6896551724138,,,0.00023765701302222225,
2022-04-24,,Woodland,107.10344827586206,,,0.0003286658185111111,
2022-04-25,0.00041967462400000003,Woodland,110.51724137931035,,0.00041967462400000003,0.00041967462400000003,
2022-04-26,,Woodland,113.93103448275862,,,0.00032703213736666665,
2022-04-27,0.00023438965073333332,Woodland,117.34482758620689,,0.00023438965073333332,0.00023438965073333332,
